Test_ID,theta1,theta2,Pt,type
128,59.0,-70.0,10891.370894468742,1
129,24.0,11.0,19785.482958492543,3
130,-59.0,12.0,21120.917328111533,2
131,41.0,53.0,15387.775916572398,1
132,38.0,35.0,15773.538665372627,2
133,-21.0,37.0,18855.466306479895,2
134,-56.0,37.0,15585.449355990706,1
135,39.0,-76.0,15966.862495721263,2
136,8.0,-68.0,21869.668232739932,2
137,68.0,53.0,12281.321152881383,1
138,-28.0,-75.0,18208.514740433136,2
139,-52.0,-36.0,15511.808244009047,1
140,1.0,-3.0,16892.48376444766,3
141,79.0,49.0,11723.05325713485,1
142,56.0,10.0,21287.038098368255,2
143,39.0,-35.0,15779.242510477306,2
144,-86.0,-39.0,15505.565310891709,2
145,29.0,32.0,17380.510566070083,1
146,-41.0,-28.0,16406.185672703003,2
147,47.0,23.0,17810.62882268262,2
148,46.0,-62.0,15105.283301093265,1
149,24.0,-59.0,18987.420898164553,2
150,15.0,-47.0,20352.354050625985,2
151,-66.0,-82.0,7852.607715837323,1
152,-23.0,-66.0,18913.29779648672,2
153,50.0,-62.0,14258.02576510243,1
154,-65.0,-65.0,10642.305491634826,1
155,11.0,-32.0,20998.13037174053,3
156,70.0,-86.0,6916.165492716169,1
157,78.0,-26.0,18245.925346530516,2
158,17.0,-43.0,19805.97391087323,2
159,-9.0,-4.0,16942.796513979963,3
160,47.0,-13.0,20645.094612575558,2
161,-43.0,-45.0,15059.704239150913,1
162,-71.0,-11.0,21359.741658313826,2
163,-84.0,28.0,18338.955396095836,2
164,-16.0,-5.0,17864.734028392748,3
165,-5.0,10.0,17074.09801002604,3
166,-61.0,-3.0,22144.237823452062,2
167,-4.0,-6.0,34578.323502431216,3
168,-5.0,-1.0,16752.135414763357,3
169,58.0,-70.0,11082.860934759608,1
170,-35.0,-50.0,15724.71411011459,1
171,-6.0,-18.0,17771.939868934987,3
172,-68.0,5.0,22034.00690293698,2
173,82.0,-55.0,10156.859176763548,1
174,-76.0,51.0,11659.888567397536,1
175,-73.0,85.0,6422.7368016769005,1
176,-36.0,30.0,16474.161043303182,1
177,25.0,-81.0,19280.614771827895,2
178,27.0,63.0,18243.915034447313,2
179,73.0,-44.0,15034.989451880107,1
180,-14.0,88.0,20947.33439592328,2
181,88.0,45.0,12554.388123116472,1
182,-14.0,42.0,21339.96697323502,2
183,37.0,63.0,16022.572187764572,1
184,83.0,43.0,11967.243096667527,1
185,-18.0,49.0,19636.75276331284,2
186,-54.0,1.0,22178.47555914894,2
187,-47.0,-37.0,15392.392221167545,1
188,-40.0,56.0,15530.04730188103,1
189,34.0,0.0,21648.185159222492,3
190,-80.0,40.0,15621.070129048341,2
191,-75.0,6.0,22399.994698017577,2
192,89.0,-86.0,4916.256448855694,1
193,48.0,41.0,15391.811911449251,1
194,-11.0,-16.0,17995.32653778174,3
195,12.0,71.0,21609.72681903185,2
196,-32.0,84.0,17057.653938905187,2
197,-80.0,-38.0,15949.267921322184,2
198,-82.0,-53.0,10525.87463552392,1
199,-45.0,82.0,12868.27896151428,1
200,88.0,-42.0,11945.11328635953,1
201,-73.0,-27.0,18396.69650336068,2
202,-24.0,-76.0,19436.889317435416,2
203,33.0,58.0,16481.520967262808,2
204,27.0,-22.0,20169.219416635045,3
205,-58.0,-50.0,15058.90222602965,1
206,4.0,90.0,10033.736811180552,2
207,19.0,-83.0,20718.630788170623,2
208,-87.0,47.0,11985.412902705066,1
209,58.0,-69.0,11262.7522869744,1
210,-10.0,23.0,18592.485941262126,3
211,55.0,-59.0,13082.073949807596,1
212,-63.0,54.0,13149.642813456412,1
213,67.0,-42.0,15238.461765495984,1
214,63.0,-14.0,21252.83674905893,2
215,9.0,13.0,17835.088760201925,3
216,-10.0,59.0,21647.50111512341,2
217,21.0,56.0,19609.78370155998,2
218,5.0,-15.0,17291.633850273225,3
219,-7.0,65.0,22070.77677141205,2
220,14.0,-23.0,19368.438682776316,3
221,74.0,-56.0,10774.798576776451,1
222,7.0,-80.0,21939.181417166652,2
223,-78.0,-48.0,12092.550507205471,1
224,-4.0,-43.0,22327.81469540721,2
225,2.0,-73.0,22243.855918504287,2
226,-42.0,80.0,12636.501192716887,1
227,-42.0,-6.0,22027.314876317232,2
228,60.0,-31.0,16943.9259793842,2
229,42.0,86.0,12147.201106459304,1
230,-44.0,-30.0,16292.770338829978,1
231,-69.0,24.0,19228.988106973306,2
232,-8.0,-27.0,20445.4605050078,3
233,61.0,-20.0,19368.7626984714,2
234,-49.0,-40.0,15305.524143283565,1
235,-62.0,7.0,21858.485639555445,2
236,16.0,-57.0,20380.704515986185,2
237,-32.0,66.0,17161.738009005196,2
238,64.0,-22.0,19569.55455635698,2
239,30.0,17.0,19618.045851961564,3
240,53.0,26.0,17742.89028742882,2
241,13.0,6.0,17186.14571104635,3
242,-31.0,60.0,17150.369386403705,2
243,-63.0,-63.0,11513.413895177378,1
244,85.0,-58.0,9226.505402181536,1
245,-34.0,-14.0,19856.71831950007,3
246,60.0,61.0,12124.704993225623,1
247,-83.0,78.0,5901.031192304986,1
248,6.0,27.0,19856.12344991926,3
249,6.0,16.0,17514.902048012034,3
250,-47.0,64.0,15090.812055075732,1
251,-69.0,0.0,22201.525456809683,2
252,-82.0,-45.0,12763.099799450643,1
253,56.0,-34.0,15738.299968085543,2
254,-75.0,-17.0,20296.055254171773,2
255,32.0,-60.0,16888.94951834212,1
256,-25.0,-11.0,19544.900116467492,3
257,65.0,80.0,8230.341289271644,1
258,54.0,-18.0,20169.55595728981,2
259,-6.0,38.0,21158.46303928862,3
260,-50.0,68.0,12916.439480898927,1
261,-14.0,-28.0,20763.839450044543,3
262,-57.0,76.0,10374.91503648878,1
263,-24.0,2.0,19570.39536599779,3
264,87.0,-65.0,7712.739051064256,1
265,-25.0,-84.0,19152.831678599323,2
266,-26.0,-39.0,17127.531263806726,2
267,-33.0,-46.0,15671.874617300973,1
268,-59.0,29.0,17032.334444544056,2
269,-60.0,60.0,12347.987714725065,1
270,10.0,76.0,21674.54326783603,2
271,-30.0,50.0,16716.32705618474,2
272,72.0,69.0,8584.556018685464,1
273,81.0,62.0,8688.00910600487,1
274,30.0,-25.0,18587.120373728012,3
275,80.0,-20.0,20160.33761725802,2
276,-88.0,70.0,6781.832437735399,1
277,57.0,88.0,9410.122436155292,1
278,18.0,78.0,20980.223802292832,2
279,-88.0,-89.0,4911.513135183643,1
280,-31.0,-12.0,20727.153056757856,3
281,-72.0,-17.0,20293.4445489537,2
282,25.0,-74.0,19086.397246924498,2
283,34.0,-21.0,19004.433446355994,2
284,16.0,16.0,18209.758475005117,3
285,-21.0,55.0,19091.416500846422,2
286,40.0,-87.0,12546.509245976511,1
287,-77.0,22.0,19682.419178480406,2
288,37.0,70.0,16209.4467206728,2
289,-9.0,44.0,21714.82087123156,2
290,20.0,-82.0,20522.18521869169,2
291,26.0,5.0,19902.574046667247,3
292,71.0,-88.0,6680.707967500501,1
293,-28.0,11.0,19614.779213469814,3
294,-71.0,-57.0,10964.727394088353,1
295,-84.0,-9.0,21555.485153170084,2
296,-48.0,82.0,11880.68588063415,1
297,-13.0,-4.0,17336.19490492257,3
298,-19.0,-23.0,19757.553204401796,3
299,5.0,-32.0,21877.266309314433,3
300,51.0,46.0,15619.052271961038,1
