Test_ID,theta1,theta2,Pt,type
244,85.0,-58.0,9248.263805205346,1
245,-34.0,-14.0,21169.51855098021,2
246,60.0,61.0,12186.420540176798,1
247,-83.0,78.0,5904.1324528991545,1
248,6.0,27.0,19913.879655588986,3
249,6.0,16.0,17617.310269223028,3
250,-47.0,64.0,15079.348337583882,1
251,-69.0,0.0,22181.976651935638,2
252,-82.0,-45.0,12805.992993890331,1
253,56.0,-34.0,16048.898978965943,1
254,-75.0,-17.0,20295.581441903447,2
255,32.0,-60.0,16960.47444659435,1
256,-25.0,-11.0,19471.70339355408,3
257,65.0,80.0,8254.977994858447,1
258,54.0,-18.0,19646.974082873447,2
259,-6.0,38.0,21161.761987119058,3
260,-50.0,68.0,12950.945634514916,1
261,-14.0,-28.0,21027.60738804005,3
262,-57.0,76.0,10344.068553316582,1
263,-24.0,2.0,19639.621734054886,3
264,87.0,-65.0,7725.825405550275,1
265,-25.0,-84.0,19275.03920096971,2
266,-26.0,-39.0,17236.994143611984,2
267,-33.0,-46.0,15783.547365565131,1
268,-59.0,29.0,17461.72884297697,2
269,-60.0,60.0,12357.183283795895,1
270,10.0,76.0,21637.279173263676,2
271,-30.0,50.0,16433.395853451722,2
272,72.0,69.0,8582.788953184589,1
273,81.0,62.0,8668.509358412743,1
274,30.0,-25.0,19119.897610543696,2
275,80.0,-20.0,20363.18272349178,2
276,-88.0,70.0,6795.8041052207645,1
277,57.0,88.0,9435.268850119559,1
278,18.0,78.0,20986.89993534419,2
279,-88.0,-89.0,4911.324790713473,1
280,-31.0,-12.0,20774.18053463553,3
281,-72.0,-17.0,20711.036763829376,2
282,25.0,-74.0,19272.65176735183,2
283,34.0,-21.0,19016.767768615802,2
284,16.0,16.0,18689.25204022269,3
285,-21.0,55.0,19670.234272744197,2
286,40.0,-87.0,11036.653496965433,3
287,-77.0,22.0,19868.523250725088,2
288,37.0,70.0,16300.188756217416,1
289,-9.0,44.0,21717.376436376882,2
290,20.0,-82.0,20449.8820843123,2
291,26.0,5.0,19250.933509499788,3
292,71.0,-88.0,6687.873343672521,1
293,-28.0,11.0,19541.8698952902,3
294,-71.0,-57.0,11009.283649709707,1
295,-84.0,-9.0,21530.979419450596,2
296,-48.0,82.0,12059.051590994488,1
297,-13.0,-4.0,17592.469012780097,3
298,-19.0,-23.0,20759.94345842013,3
299,5.0,-32.0,21929.104553035253,3
300,51.0,46.0,15725.886817545963,1
