case,geometry,test_id,label,source,confidence,bilinear_r2,tail_curvature,break_fraction,independent
Case2,6x4,6x4_035,1,curated_human_review,1.0,0.9999754276846315,0.022667776143001663,0.46353646353646355,1
Case2,6x4,6x4_036,3,curated_human_review,1.0,0.9937520440622933,0.1818144042608269,0.3076923076923077,2
Case2,6x4,6x4_037,1,curated_human_review,1.0,0.9999002933051915,0.04026983245241941,0.4485514485514486,1
Case2,6x4,6x4_038,1,curated_human_review,1.0,0.9999880409048589,0.008846003101573666,0.7582417582417582,1
Case2,6x4,6x4_039,1,curated_human_review,1.0,0.9992516056210068,0.10217196886146653,0.42157842157842157,1
Case2,6x4,6x4_040,2,curated_human_review,1.0,0.9982177266617124,0.14077312722161664,0.22777222777222778,2
Case2,6x4,6x4_041,2,curated_human_review,1.0,0.9951948119530949,0.2021160857101317,0.20279720279720279,2
Case2,6x4,6x4_042,1,curated_human_review,1.0,0.99969087539407,0.057337426730860154,0.3886113886113886,1
Case2,6x4,6x4_043,1,curated_human_review,1.0,0.9999443137946451,0.03212200506860331,0.47152847152847155,1
Case2,6x4,6x4_044,1,curated_human_review,1.0,0.9999823043389842,0.013785701495282908,0.7732267732267732,1
Case2,6x4,6x4_045,2,curated_human_review,1.0,0.994600556234453,0.22202877695466025,0.1838161838161838,3
Case2,6x4,6x4_046,1,curated_human_review,1.0,0.9999728638572514,0.023927315867399872,0.44955044955044954,1
Case2,6x4,6x4_047,2,curated_human_review,1.0,0.997991475813186,0.15057065666875305,0.22877122877122877,2
Case2,6x4,6x4_048,2,curated_human_review,1.0,0.9951832130591076,0.2006863688197389,0.2077922077922078,2
Case2,6x4,6x4_049,2,curated_human_review,1.0,0.9962507441092228,0.1971632666612668,0.1878121878121878,2
Case2,6x4,6x4_050,2,curated_human_review,1.0,0.995744084063137,0.2020205060276502,0.1838161838161838,2
Case2,6x4,6x4_051,2,curated_human_review,1.0,0.9983312624679288,0.13647845718895246,0.23376623376623376,2
Case2,6x4,6x4_052,2,curated_human_review,1.0,0.9984741568073903,0.1305961731342973,0.2517482517482518,2
Case2,6x4,6x4_053,2,curated_human_review,1.0,0.994585449028446,0.20470183411757556,0.22777222777222778,2
Case2,6x4,6x4_054,2,curated_human_review,1.0,0.9958839039989049,0.20052638093518196,0.18281718281718282,2
Case2,6x4,6x4_055,1,curated_human_review,1.0,0.9998508090982967,0.05953584703619118,0.6283716283716284,1
Case2,6x4,6x4_056,2,curated_human_review,1.0,0.9968063656931582,0.1826067762353516,0.18681318681318682,2
Case2,6x4,6x4_057,2,curated_human_review,1.0,0.9950911722467719,0.20156299897732602,0.21078921078921078,2
Case2,6x4,6x4_058,2,curated_human_review,1.0,0.99649197581484,0.1916847988163811,0.18281718281718282,2
Case2,6x4,6x4_059,3,curated_human_review,1.0,0.9937539901018532,0.20831639717065864,0.33766233766233766,2
Case2,6x4,6x4_060,1,curated_human_review,1.0,0.9995858552547287,0.060688563967860265,0.3226773226773227,1
Case2,6x4,6x4_061,2,curated_human_review,1.0,0.9950724868336405,0.1999730189985169,0.2047952047952048,2
Case2,6x4,6x4_062,2,curated_human_review,1.0,0.9967618652014603,0.19061068873957845,0.1888111888111888,2
Case2,6x4,6x4_063,2,curated_human_review,1.0,0.9987968090203283,0.11758336197774011,0.3036963036963037,2
Case2,6x4,6x4_064,2,curated_human_review,1.0,0.9970823492697864,0.17553167227163674,0.1888111888111888,2
Case2,6x4,6x4_065,2,curated_human_review,1.0,0.9982950498535433,0.13793028013248554,0.23476523476523475,2
Case2,6x4,6x4_066,1,curated_human_review,1.0,0.9999667818068857,0.025826183862125707,0.5034965034965035,1
Case2,6x4,6x4_067,1,curated_human_review,1.0,0.9999130619160486,0.038525874225272705,0.45554445554445555,1
Case2,6x4,6x4_068,3,curated_human_review,1.0,0.9942233034585999,0.18085219824542692,0.3116883116883117,2
Case2,6x4,6x4_069,2,curated_human_review,1.0,0.9991289793605924,0.10433936359063475,0.34565434565434566,1
Case2,6x4,6x4_070,1,curated_human_review,1.0,0.9996790712448512,0.05913350620983177,0.37662337662337664,1
Case2,6x4,6x4_071,2,curated_human_review,1.0,0.9984466189168172,0.1334965903629586,0.25574425574425574,2
Case2,6x4,6x4_072,3,curated_human_review,1.0,0.9937285934344657,0.18900359438068728,0.2707292707292707,2
Case2,6x4,6x4_073,2,curated_human_review,1.0,0.9972028261920941,0.17288779437307875,0.1958041958041958,2
Case2,6x4,6x4_074,3,curated_human_review,1.0,0.9933708190457305,0.22406075390478222,0.35064935064935066,3
Case2,6x4,6x4_075,2,curated_human_review,1.0,0.9969920148998804,0.18190004475230578,0.18081918081918083,2
Case2,6x4,6x4_076,2,curated_human_review,1.0,0.9952301514606572,0.19491262440236937,0.2127872127872128,2
Case2,6x4,6x4_077,2,curated_human_review,1.0,0.9970122565629913,0.17744894583252616,0.18981018981018982,2
Case2,6x4,6x4_078,2,curated_human_review,1.0,0.9980445744402626,0.14876167725009445,0.21078921078921078,2
Case2,6x4,6x4_079,2,curated_human_review,1.0,0.9990213554500269,0.10989896548106372,0.34765234765234765,2
Case2,6x4,6x4_080,1,curated_human_review,1.0,0.9999047106462914,0.03500592852450221,0.6833166833166833,1
Case2,6x4,6x4_081,2,curated_human_review,1.0,0.9989050297486066,0.11347867552788658,0.3106893106893107,2
Case2,6x4,6x4_082,1,curated_human_review,1.0,0.9996181155755073,0.06086761528781442,0.35664335664335667,1
Case2,6x4,6x4_083,2,curated_human_review,1.0,0.9953504740615522,0.21119125810610379,0.1878121878121878,3
Case2,6x4,6x4_084,1,curated_human_review,1.0,0.9996568852068278,0.05188268526821162,0.40559440559440557,1
Case2,6x4,6x4_085,1,curated_human_review,1.0,0.9996273334027621,0.04232275369860884,0.3866133866133866,1
Case2,6x4,6x4_086,1,curated_human_review,1.0,0.9995303747556945,0.08655002132851589,0.4855144855144855,1
Case2,6x4,6x4_087,2,curated_human_review,1.0,0.9987010974073035,0.1204038177618451,0.2827172827172827,2
Case2,6x4,6x4_088,3,curated_human_review,1.0,0.995751892543489,0.21287409814462196,0.17482517482517482,3
Case2,6x4,6x4_089,2,curated_human_review,1.0,0.9946618311573063,0.2211655470395532,0.1838161838161838,3
Case2,6x4,6x4_090,2,curated_human_review,1.0,0.9975819681316253,0.1618493989064047,0.2017982017982018,2
Case2,6x4,6x4_091,2,curated_human_review,1.0,0.9940128309678521,0.20044622743703033,0.23176823176823177,2
Case2,6x4,6x4_092,1,curated_human_review,1.0,0.9997308797994097,0.07040818118734335,0.4075924075924076,1
Case2,6x4,6x4_093,1,curated_human_review,1.0,0.9999837598479153,0.018507710757062756,0.4915084915084915,1
Case2,6x4,6x4_094,1,curated_human_review,1.0,0.999834018516222,0.046941137856701405,0.5364635364635365,1
Case2,6x4,6x4_095,2,curated_human_review,1.0,0.9982885108991444,0.13820894930361105,0.23376623376623376,2
Case2,6x4,6x4_096,1,curated_human_review,1.0,0.9997124767218156,0.0559963432402417,0.3996003996003996,1
Case2,6x4,6x4_097,2,curated_human_review,1.0,0.9973508838862599,0.16751416569284971,0.2037962037962038,2
Case2,6x4,6x4_098,3,curated_human_review,1.0,0.9940994808439602,0.1846447739208697,0.26573426573426573,2
Case2,6x4,6x4_099,1,curated_human_review,1.0,0.9993029250870459,0.07192895652271883,0.2857142857142857,1
Case2,6x4,6x4_100,1,curated_human_review,1.0,0.9999538072526175,0.03204338132621257,0.6433566433566433,1
Case2,6x4,6x4_101,2,curated_human_review,1.0,0.99592726566825,0.1959581049728842,0.18981018981018982,2
Case2,6x4,6x4_102,2,curated_human_review,1.0,0.9973727358302592,0.16887142500276037,0.1938061938061938,2
Case2,6x4,6x4_103,2,curated_human_review,1.0,0.9961246744261015,0.19461273085705436,0.1878121878121878,2
Case2,6x4,6x4_104,2,curated_human_review,1.0,0.9949085883501547,0.1977663383149528,0.23276723276723277,2
Case2,6x4,6x4_105,1,curated_human_review,1.0,0.9999364118762532,0.03257521387734489,0.37462537462537465,1
Case2,6x4,6x4_106,2,curated_human_review,1.0,0.9950073195435938,0.20596143479792542,0.1958041958041958,2
Case2,6x4,6x4_107,2,curated_human_review,1.0,0.9955522590846977,0.19843984845236415,0.2017982017982018,2
Case2,6x4,6x4_108,1,curated_human_review,1.0,0.9996250629310093,0.037039746773924395,0.43356643356643354,1
Case2,6x4,6x4_109,2,curated_human_review,1.0,0.9965089408762038,0.1884238349147666,0.18681318681318682,2
Case2,6x4,6x4_110,2,curated_human_review,1.0,0.9952814135111223,0.1928157675178962,0.21578421578421578,2
Case2,6x4,6x4_111,2,curated_human_review,1.0,0.9947933760546908,0.20947411409620584,0.21178821178821178,2
Case2,6x4,6x4_112,3,curated_human_review,1.0,0.9940223629817526,0.18611856855363135,0.3206793206793207,2
Case2,6x4,6x4_113,3,curated_human_review,1.0,0.9943077829609186,0.18183303971204198,0.27472527472527475,2
Case2,6x4,6x4_114,2,curated_human_review,1.0,0.9986178997091318,0.1256436642975427,0.2597402597402597,2
Case2,6x4,6x4_115,2,curated_human_review,1.0,0.9971360460368375,0.17635033715847093,0.18581418581418582,2
Case2,6x4,6x4_116,2,curated_human_review,1.0,0.9953485604788231,0.2113236369069785,0.1878121878121878,3
Case2,6x4,6x4_117,2,curated_human_review,1.0,0.9983231809191467,0.1368684140272181,0.23576423576423577,2
Case2,6x4,6x4_118,1,curated_human_review,1.0,0.999808520140304,0.048835038065900054,0.4045954045954046,1
Case2,6x4,6x4_119,3,curated_human_review,1.0,0.9939419302890075,0.18576630677245562,0.27472527472527475,2
Case2,6x4,6x4_120,2,curated_human_review,1.0,0.9979729846510599,0.14900315509079107,0.2177822177822178,2
Case2,6x4,6x4_121,2,curated_human_review,1.0,0.9959729755495667,0.1943728198044956,0.19080919080919082,2
Case2,6x4,6x4_122,2,curated_human_review,1.0,0.9968471758785704,0.18421072929445959,0.18081918081918083,2
Case2,6x4,6x4_123,2,curated_human_review,1.0,0.9951857935109065,0.1974929464762167,0.21978021978021978,2
Case2,6x4,6x4_124,1,curated_human_review,1.0,0.9992545850715334,0.10098759372479804,0.4125874125874126,1
Case2,6x4,6x4_125,2,curated_human_review,1.0,0.9951793513748569,0.20154046131025075,0.20679320679320679,2
Case2,6x4,6x4_126,3,curated_human_review,1.0,0.9938850465517867,0.19086524038603556,0.32967032967032966,2
Case2,6x4,6x4_127,1,curated_human_review,1.0,0.9999711250681993,0.024020349729700807,0.5264735264735265,1
Case2,6x4,6x4_128,1,curated_human_review,1.0,0.9999574652471912,0.028788729018113874,0.6283716283716284,1
Case2,6x4,6x4_129,3,curated_human_review,1.0,0.9938341788192043,0.18281486962674628,0.30569430569430567,2
Case2,6x4,6x4_130,2,curated_human_review,1.0,0.9960021779878258,0.19384590676289093,0.1918081918081918,2
Case2,6x4,6x4_131,1,curated_human_review,1.0,0.9995628971993838,0.08456358730694179,0.4945054945054945,1
Case2,6x4,6x4_132,2,curated_human_review,1.0,0.9993173733106523,0.1005120600046258,0.32367632367632365,1
Case2,6x4,6x4_133,2,curated_human_review,1.0,0.9959551686865848,0.204668464461112,0.18081918081918083,2
Case2,6x4,6x4_134,1,curated_human_review,1.0,0.9991660676694787,0.10308207639470711,0.3696303696303696,1
Case2,6x4,6x4_135,2,curated_human_review,1.0,0.9988909956189511,0.11370911725067558,0.31368631368631367,2
Case2,6x4,6x4_136,2,curated_human_review,1.0,0.995457397006526,0.20349161034579324,0.1918081918081918,2
Case2,6x4,6x4_137,1,curated_human_review,1.0,0.9998229988467064,0.04577853864608028,0.5954045954045954,1
Case2,6x4,6x4_138,2,curated_human_review,1.0,0.9979602265601226,0.15160337674614477,0.2077922077922078,2
Case2,6x4,6x4_139,1,curated_human_review,1.0,0.9991746585252089,0.10266577230665719,0.36563436563436563,1
Case2,6x4,6x4_140,3,curated_human_review,1.0,0.9926821409217378,0.2444729484837358,0.3559322033898305,3
Case2,6x4,6x4_141,1,curated_human_review,1.0,0.9996715829031192,0.0541677673505027,0.3986013986013986,1
Case2,6x4,6x4_142,2,curated_human_review,1.0,0.995711643837311,0.19636423747578272,0.1958041958041958,2
Case2,6x4,6x4_143,2,curated_human_review,1.0,0.9993272802164721,0.09951668448664779,0.33466533466533466,1
Case2,6x4,6x4_144,2,curated_human_review,1.0,0.9986997377665456,0.11818432785385596,0.2987012987012987,2
Case2,6x4,6x4_145,1,curated_human_review,1.0,0.9977011573623522,0.16914252811072203,0.1998001998001998,2
Case2,6x4,6x4_146,2,curated_human_review,1.0,0.9981705571720967,0.14570213055618153,0.23676323676323677,2
Case2,6x4,6x4_147,2,curated_human_review,1.0,0.9973710841572123,0.16681744325971049,0.2037962037962038,2
Case2,6x4,6x4_148,1,curated_human_review,1.0,0.9995863734632282,0.08877710829660121,0.5494505494505495,1
Case2,6x4,6x4_149,2,curated_human_review,1.0,0.9977293656497119,0.1575882576077552,0.20279720279720279,2
Case2,6x4,6x4_150,2,curated_human_review,1.0,0.9958334158816854,0.1996186575777689,0.1838161838161838,2
Case2,6x4,6x4_151,1,curated_human_review,1.0,0.9999536561809821,0.029386976067821875,0.47352647352647353,1
Case2,6x4,6x4_152,2,curated_human_review,1.0,0.997427674543204,0.16727822969911085,0.1928071928071928,2
Case2,6x4,6x4_153,1,curated_human_review,1.0,0.9997256104062916,0.04787201986301088,0.6843156843156843,1
Case2,6x4,6x4_154,1,curated_human_review,1.0,0.999982422271677,0.012255484822382662,0.6963036963036963,1
Case2,6x4,6x4_155,3,curated_human_review,1.0,0.9936040047218192,0.1934696051497262,0.25774225774225773,2
Case2,6x4,6x4_156,1,curated_human_review,1.0,0.9999657567758428,0.025828666423701487,0.43456543456543456,1
Case2,6x4,6x4_157,2,curated_human_review,1.0,0.9976203130552918,0.16161443197738606,0.1998001998001998,2
Case2,6x4,6x4_158,2,curated_human_review,1.0,0.9958074105403084,0.20215416120685506,0.18281718281718282,2
Case2,6x4,6x4_159,3,curated_human_review,1.0,0.9936269758109199,0.216490074635888,0.3444782168186423,3
Case2,6x4,6x4_160,2,curated_human_review,1.0,0.9956093598514296,0.19910703378516742,0.1938061938061938,2
Case2,6x4,6x4_161,1,curated_human_review,1.0,0.9999821395515703,0.0161629680102899,0.5664335664335665,1
Case2,6x4,6x4_162,2,curated_human_review,1.0,0.9957958464203688,0.19702621074314694,0.1968031968031968,2
Case2,6x4,6x4_163,2,curated_human_review,1.0,0.9978052352678436,0.15638583220306196,0.2047952047952048,2
Case2,6x4,6x4_164,3,curated_human_review,1.0,0.9939329444021389,0.19993867163537285,0.3336663336663337,2
Case2,6x4,6x4_165,3,curated_human_review,1.0,0.9936418971493598,0.21443465751570834,0.34565434565434566,3
Case2,6x4,6x4_166,2,curated_human_review,1.0,0.9955206688512611,0.19400023224399912,0.2087912087912088,2
Case2,6x4,6x4_167,3,curated_human_review,1.0,0.9935698602764205,0.2193978958818507,0.3479591836734694,3
Case2,6x4,6x4_168,3,curated_human_review,1.0,0.9951888702271635,0.1591422045226288,0.34234234234234234,2
Case2,6x4,6x4_169,1,curated_human_review,1.0,0.9999478948594775,0.03101670585473174,0.6213786213786214,1
Case2,6x4,6x4_170,1,curated_human_review,1.0,0.9991892171495924,0.10156140575463313,0.35364635364635366,1
Case2,6x4,6x4_171,3,curated_human_review,1.0,0.9939387316477009,0.1920100115673518,0.33266733266733267,2
Case2,6x4,6x4_172,2,curated_human_review,1.0,0.9955106985439846,0.19564169298345327,0.2087912087912088,2
Case2,6x4,6x4_173,1,curated_human_review,1.0,0.9997764489789179,0.052120881371155066,0.43756243756243757,1
Case2,6x4,6x4_174,1,curated_human_review,1.0,0.9997366808558369,0.049861687857738424,0.45054945054945056,1
Case2,6x4,6x4_175,1,curated_human_review,1.0,0.9999783729639231,0.021388202516709576,0.41858141858141856,1
Case2,6x4,6x4_176,1,curated_human_review,1.0,0.9983617897092788,0.14298672082795288,0.23876123876123875,2
Case2,6x4,6x4_177,2,curated_human_review,1.0,0.9974778081237616,0.16797623943953052,0.18981018981018982,2
Case2,6x4,6x4_178,2,curated_human_review,1.0,0.9980866952123836,0.14633252755970033,0.21678321678321677,2
Case2,6x4,6x4_179,1,curated_human_review,1.0,0.9990481153349238,0.10949525349674791,0.4095904095904096,1
Case2,6x4,6x4_180,2,curated_human_review,1.0,0.9955871507066267,0.21052348606946844,0.18081918081918083,3
Case2,6x4,6x4_181,1,curated_human_review,1.0,0.9995238124173679,0.06609476201271075,0.32367632367632365,1
Case2,6x4,6x4_182,2,curated_human_review,1.0,0.9951427348603871,0.2079480125247147,0.18981018981018982,2
Case2,6x4,6x4_183,1,curated_human_review,1.0,0.999050868002381,0.10747651626534456,0.33266733266733267,1
Case2,6x4,6x4_184,1,curated_human_review,1.0,0.9994703492247468,0.06393236682478473,0.31868131868131866,1
Case2,6x4,6x4_185,2,curated_human_review,1.0,0.9965435772275563,0.18739251497352752,0.1848151848151848,2
Case2,6x4,6x4_186,2,curated_human_review,1.0,0.995389215806303,0.19285062996762933,0.2127872127872128,2
Case2,6x4,6x4_187,1,curated_human_review,1.0,0.9993714867034013,0.09477294872404524,0.40559440559440557,1
Case2,6x4,6x4_188,1,curated_human_review,1.0,0.9994227542298222,0.09194193093611176,0.44455544455544455,1
Case2,6x4,6x4_189,3,curated_human_review,1.0,0.9942818787582431,0.1805414807449526,0.2807192807192807,2
Case2,6x4,6x4_190,2,curated_human_review,1.0,0.9987921966169683,0.11593655811599646,0.3196803196803197,2
Case2,6x4,6x4_191,2,curated_human_review,1.0,0.995358656553985,0.1980439329358213,0.2127872127872128,2
Case2,6x4,6x4_192,1,curated_human_review,1.0,0.9999492484643351,0.029251078790374873,0.3256743256743257,1
Case2,6x4,6x4_193,1,curated_human_review,1.0,0.9996550701339483,0.07845911567425926,0.5174825174825175,1
Case2,6x4,6x4_194,3,curated_human_review,1.0,0.9938813610958629,0.19171275506346044,0.32967032967032966,2
Case2,6x4,6x4_195,2,curated_human_review,1.0,0.9957911245335926,0.20144662269528124,0.18581418581418582,2
Case2,6x4,6x4_196,2,curated_human_review,1.0,0.9983106435421385,0.13844537249374986,0.22777222777222778,2
Case2,6x4,6x4_197,2,curated_human_review,1.0,0.9987216362497573,0.11929294435544495,0.29270729270729273,2
Case2,6x4,6x4_198,1,curated_human_review,1.0,0.999741795469962,0.054006180014598976,0.41858141858141856,1
Case2,6x4,6x4_199,1,curated_human_review,1.0,0.9996331202991551,0.056447030519667304,0.3386613386613387,1
Case2,6x4,6x4_200,1,curated_human_review,1.0,0.9994114233977165,0.07003105885961453,0.3006993006993007,1
Case2,6x4,6x4_201,2,curated_human_review,1.0,0.9978282041214169,0.1544644326847084,0.2087912087912088,2
Case2,6x4,6x4_202,2,curated_human_review,1.0,0.997381108380887,0.1701695408783664,0.1888111888111888,2
Case2,6x4,6x4_203,2,curated_human_review,1.0,0.998860611367268,0.11515992213277601,0.2897102897102897,2
Case2,6x4,6x4_204,3,curated_human_review,1.0,0.9937686732202328,0.23094546005776043,0.18981018981018982,3
Case2,6x4,6x4_205,1,curated_human_review,1.0,0.9998811332895213,0.06199084376196747,0.7102897102897103,1
Case2,6x4,6x4_206,2,curated_human_review,1.0,0.9958486849233238,0.2135837879257765,0.12887112887112886,3
Case2,6x4,6x4_207,2,curated_human_review,1.0,0.9964833786931112,0.19412703226470687,0.17682317682317683,2
Case2,6x4,6x4_208,1,curated_human_review,1.0,0.9995870850377299,0.06312996660789126,0.34265734265734266,1
Case2,6x4,6x4_209,1,curated_human_review,1.0,0.9999540522147377,0.02981908277577539,0.6403596403596403,1
Case2,6x4,6x4_210,3,curated_human_review,1.0,0.9935497920677179,0.18377077772848632,0.3096903096903097,2
Case2,6x4,6x4_211,1,curated_human_review,1.0,0.9999812417949919,0.01500362283412758,0.7592407592407593,1
Case2,6x4,6x4_212,1,curated_human_review,1.0,0.9999082935160372,0.04237038940879074,0.7162837162837162,1
Case2,6x4,6x4_213,1,curated_human_review,1.0,0.9991736626835347,0.10450361311236737,0.4035964035964036,1
Case2,6x4,6x4_214,2,curated_human_review,1.0,0.9961833589231259,0.19317181013575738,0.1878121878121878,2
Case2,6x4,6x4_215,3,curated_human_review,1.0,0.9938064387922524,0.20157730256495104,0.3386613386613387,2
Case2,6x4,6x4_216,2,curated_human_review,1.0,0.9957315679302342,0.199927091832678,0.18681318681318682,2
Case2,6x4,6x4_217,2,curated_human_review,1.0,0.9972491791787682,0.17092532047013198,0.1918081918081918,2
Case2,6x4,6x4_218,3,curated_human_review,1.0,0.9938969426939277,0.20014651606022896,0.33966033966033965,2
Case2,6x4,6x4_219,2,curated_human_review,1.0,0.9954988941393901,0.2012308839755922,0.1938061938061938,2
Case2,6x4,6x4_220,3,curated_human_review,1.0,0.9932631046285426,0.1857497490817136,0.2957042957042957,2
Case2,6x4,6x4_221,1,curated_human_review,1.0,0.9998441960242183,0.04673808873555076,0.5314685314685315,1
Case2,6x4,6x4_222,2,curated_human_review,1.0,0.9949863619795493,0.20809005763969848,0.2047952047952048,2
Case2,6x4,6x4_223,1,curated_human_review,1.0,0.9996567113008527,0.05303171701440564,0.3956043956043956,1
Case2,6x4,6x4_224,2,curated_human_review,1.0,0.9945257541162837,0.1963747705468148,0.22577422577422576,2
Case2,6x4,6x4_225,2,curated_human_review,1.0,0.9950546581936449,0.20329629659362264,0.2077922077922078,2
Case2,6x4,6x4_226,1,curated_human_review,1.0,0.9995157767631753,0.05499171486682558,0.32167832167832167,1
Case2,6x4,6x4_227,2,curated_human_review,1.0,0.9947793226349861,0.19154430175560488,0.23276723276723277,2
Case2,6x4,6x4_228,2,curated_human_review,1.0,0.998562157549269,0.12748267599082708,0.25874125874125875,2
Case2,6x4,6x4_229,1,curated_human_review,1.0,0.9995021788102894,0.06546458749692903,0.3006993006993007,1
Case2,6x4,6x4_230,1,curated_human_review,1.0,0.9985952858721892,0.12885571145176267,0.2677322677322677,2
Case2,6x4,6x4_231,2,curated_human_review,1.0,0.9975059181914995,0.16451524715835167,0.19880119880119881,2
Case2,6x4,6x4_232,3,curated_human_review,1.0,0.9936732115851437,0.18210849566073276,0.2997002997002997,2
Case2,6x4,6x4_233,2,curated_human_review,1.0,0.9970317996656892,0.17613194896108456,0.19080919080919082,2
Case2,6x4,6x4_234,1,curated_human_review,1.0,0.9995589534600823,0.0850081405532583,0.4835164835164835,1
Case2,6x4,6x4_235,2,curated_human_review,1.0,0.995650536274209,0.1954951167736914,0.2017982017982018,2
Case2,6x4,6x4_236,2,curated_human_review,1.0,0.9964191492685215,0.19024486831393578,0.18181818181818182,2
Case2,6x4,6x4_237,2,curated_human_review,1.0,0.9985980373311443,0.12684173962126977,0.25574425574425574,2
Case2,6x4,6x4_238,2,curated_human_review,1.0,0.9972990238980507,0.17021987044006157,0.1938061938061938,2
Case2,6x4,6x4_239,3,curated_human_review,1.0,0.9936432115269246,0.20958784053415372,0.22777222777222778,2
Case2,6x4,6x4_240,2,curated_human_review,1.0,0.9979993002441643,0.147835564145731,0.2217782217782218,2
Case2,6x4,6x4_241,3,curated_human_review,1.0,0.9937420712733301,0.20763940873278833,0.3386613386613387,2
Case2,6x4,6x4_242,2,curated_human_review,1.0,0.9986315369282138,0.12494227487961702,0.2597402597402597,2
Case2,6x4,6x4_243,1,curated_human_review,1.0,0.9999753917776424,0.020685689308305184,0.7342657342657343,1
Case2,6x4,6x4_244,1,curated_human_review,1.0,0.9998099393882287,0.050616931989386466,0.4405594405594406,1
Case2,6x4,6x4_245,3,curated_human_review,1.0,0.9941309770019903,0.20297592066193898,0.22877122877122877,2
Case2,6x4,6x4_246,1,curated_human_review,1.0,0.9999746663219884,0.017998029952694384,0.7562437562437563,1
Case2,6x4,6x4_247,1,curated_human_review,1.0,0.9999490229232767,0.030288213200491163,0.3876123876123876,1
Case2,6x4,6x4_248,3,curated_human_review,1.0,0.9938307339580249,0.18058783450484003,0.3036963036963037,2
Case2,6x4,6x4_249,3,curated_human_review,1.0,0.9938709075312977,0.19783281206786205,0.33666333666333664,2
