batch,source_test_id,global_test_id,case,theta1,theta2,pt,original_type,model_predicted_type,final_type,model_confidence,p_type1,p_type2,p_type3,confidence,data_quality,review_note,post_r2,post_nrmse,abs_quad_a,slope_drift,post_slope_ratio,source_csv
201-250,Test_041,Test_241,Case3,40.0,-77.0,13778.777100072064,1,2,2,0.9999560044734409,4.165650254400132e-05,0.9999560044734409,2.3390240151437478e-06,model_high,ok,reclassified_by_current_csv_model,0.9965817705356425,0.01656314564728633,0.21571098655998644,0.3978880081517731,0.681030591424409,data/datasets/DD_new/201-250/csv/force_disp_Test_041.csv
201-250,Test_042,Test_242,Case3,16.0,-10.0,6878.539956701801,3,3,3,0.999977122172171,1.664743255061921e-06,2.1213084573855638e-05,0.999977122172171,high,ok,accepted_original_label,0.9652746926311092,0.051969004531284,0.683591383886392,1.2157858558576977,0.2965299885184377,data/datasets/DD_new/201-250/csv/force_disp_Test_042.csv
201-250,Test_043,Test_243,Case3,-47.0,65.0,15075.053667122389,1,1,1,0.9998800163850821,0.9998800163850821,9.169854599094068e-05,2.8285068927057934e-05,high,ok,accepted_original_label,0.9977797206835171,0.01348652081612543,0.17705775146951203,0.30142068438417907,0.7445332659515963,data/datasets/DD_new/201-250/csv/force_disp_Test_043.csv
201-250,Test_044,Test_244,Case3,21.0,-26.0,9959.225295265494,2,2,2,0.9999984373626938,6.356311063892479e-07,0.9999984373626938,9.270061997430783e-07,high,ok,accepted_original_label,0.9840225833658296,0.03574344317329397,0.47277744332647087,0.7954283203122983,0.4576298155108631,data/datasets/DD_new/201-250/csv/force_disp_Test_044.csv
201-250,Test_045,Test_245,Case3,38.0,-71.0,13935.672228476657,2,2,2,0.9999985516515025,5.835868967149351e-07,0.9999985516515025,8.647616008785587e-07,high,ok,accepted_original_label,0.99665876197716,0.016398040059421245,0.21422212201779928,0.3898631919069932,0.6857447983650549,data/datasets/DD_new/201-250/csv/force_disp_Test_045.csv
201-250,Test_046,Test_246,Case3,-41.0,87.0,13195.262819785383,1,1,1,0.9996780805706279,0.9996780805706279,0.0002769358504938378,4.4983578878215334e-05,high,ok,accepted_original_label,0.9988802300614292,0.009701451558532694,0.12954067553808057,0.1924261237851251,0.8244173038308835,data/datasets/DD_new/201-250/csv/force_disp_Test_046.csv
201-250,Test_047,Test_247,Case3,-81.0,-10.0,10702.513656016155,2,2,2,0.9999996371316227,1.4804218645519933e-07,0.9999996371316227,2.1482619091101707e-07,high,ok,accepted_original_label,0.9893647033771303,0.029252693566217274,0.387992428197219,0.6493737970153695,0.5277575876271995,data/datasets/DD_new/201-250/csv/force_disp_Test_047.csv
201-250,Test_048,Test_248,Case3,-77.0,51.0,11548.89476765034,1,1,1,0.999992199458037,0.999992199458037,6.4958320695541526e-06,1.304709893457799e-06,high,ok,accepted_original_label,0.9994905250379997,0.006484435022697604,0.0854383848657592,0.15438134927246305,0.8583992599950915,data/datasets/DD_new/201-250/csv/force_disp_Test_048.csv
201-250,Test_049,Test_249,Case3,-58.0,-27.0,12865.636529312418,2,2,2,0.9999996590304724,1.3910794524756096e-07,0.9999996590304724,2.0186158228644762e-07,high,ok,accepted_original_label,0.9949161332698698,0.020168551687281648,0.2649036142605259,0.4806772543967913,0.6274351879523692,data/datasets/DD_new/201-250/csv/force_disp_Test_049.csv
201-250,Test_050,Test_250,Case3,-51.0,-40.0,14825.609173017257,1,1,1,0.999883746104036,0.999883746104036,8.943851760569898e-05,2.6815378358248334e-05,high,ok,accepted_original_label,0.9977346636611021,0.013568470873591351,0.1770762843086926,0.3144157616378382,0.7365838519881966,data/datasets/DD_new/201-250/csv/force_disp_Test_050.csv
251-300,Test_001,Test_251,Case3,-49.0,-84.0,11286.898127813949,1,1,1,0.9999643059012095,0.9999643059012095,3.00622449403062e-05,5.631853850236645e-06,high,ok,accepted_original_label,0.9993108792626543,0.007542734010827883,0.09999306407710053,0.17483019511752992,0.8409538317360215,data/datasets/DD_new/251-300/csv/force_disp_Test_001.csv
251-300,Test_002,Test_252,Case3,65.0,34.0,13582.252125895568,2,2,2,0.9999270042176436,5.3061310029155396e-05,0.9999270042176436,1.9934472327295357e-05,high,ok,accepted_original_label,0.9962843228763698,0.017283400616255547,0.22632773056007888,0.4117063615892821,0.6709743705864158,data/datasets/DD_new/251-300/csv/force_disp_Test_002.csv
251-300,Test_003,Test_253,Case3,-32.0,69.0,13513.010847598163,2,2,2,0.9999886373143299,7.823215480574842e-06,0.9999886373143299,3.539470189442528e-06,high,ok,accepted_original_label,0.9959147968163111,0.01812431253046037,0.23813443867303669,0.43065544467266853,0.6580844648256765,data/datasets/DD_new/251-300/csv/force_disp_Test_003.csv
251-300,Test_004,Test_254,Case3,37.0,74.0,13705.921170573682,2,2,2,0.9999647807004911,2.6169050872307485e-05,0.9999647807004911,9.050248636629131e-06,high,ok,accepted_original_label,0.9964822618028116,0.016820578227210014,0.2200473595818575,0.4008435194095049,0.6781678175580305,data/datasets/DD_new/251-300/csv/force_disp_Test_004.csv
251-300,Test_005,Test_255,Case3,26.0,-62.0,13013.31352956362,2,2,2,0.9999995589857926,1.8169368922572242e-07,0.9999995589857926,2.5932051822691176e-07,high,ok,accepted_original_label,0.9948104582427284,0.02039892425749561,0.268640637639177,0.48197876759841557,0.6257514633723567,data/datasets/DD_new/251-300/csv/force_disp_Test_005.csv
251-300,Test_006,Test_256,Case3,-82.0,-54.0,10170.396436141264,1,1,1,0.9999831736801102,0.9999831736801102,1.3938590701759653e-05,2.887729187996643e-06,high,ok,accepted_original_label,0.9992852772835901,0.007652292171815376,0.09971165716170086,0.1878113379085438,0.8315877730378343,data/datasets/DD_new/251-300/csv/force_disp_Test_006.csv
251-300,Test_007,Test_257,Case3,6.0,36.0,9442.089410071765,2,2,2,0.9999978292470044,1.0716048306659417e-06,0.9999978292470044,1.0991481650801747e-06,high,ok,accepted_original_label,0.9821801545082476,0.037449815350750065,0.49265582830437255,0.8538630396473703,0.4361684302691009,data/datasets/DD_new/251-300/csv/force_disp_Test_007.csv
251-300,Test_008,Test_258,Case3,-45.0,-78.0,13161.048578714574,1,1,1,0.9999917633269955,0.9999917633269955,6.214005404484603e-06,2.0226675998196704e-06,high,ok,accepted_original_label,0.9994489115695443,0.0067953270207065574,0.09079205262968056,0.13758718822624477,0.8710823861744336,data/datasets/DD_new/251-300/csv/force_disp_Test_008.csv
251-300,Test_009,Test_259,Case3,-65.0,69.0,9961.528998168162,1,1,1,0.9999959122638774,0.9999959122638774,3.0896206249852665e-06,9.981154976984674e-07,high,ok,accepted_original_label,0.9999230642803375,0.002536930797477699,0.033719065067329586,0.056845216639539474,0.9447807047186731,data/datasets/DD_new/251-300/csv/force_disp_Test_009.csv
251-300,Test_010,Test_260,Case3,47.0,-18.0,11343.954739039043,2,2,2,0.9999979634487652,1.1157148079797304e-06,0.9999979634487652,9.208364267491672e-07,high,ok,accepted_original_label,0.9911857162482755,0.026446876273831757,0.34794171702881865,0.6194816675686421,0.5486961019231644,data/datasets/DD_new/251-300/csv/force_disp_Test_010.csv
251-300,Test_011,Test_261,Case3,-53.0,83.0,10375.560369980698,1,1,1,0.9999544581519002,0.9999544581519002,3.847043323921054e-05,7.071414860541318e-06,high,ok,accepted_original_label,0.9993711386374559,0.007186855058980687,0.09414694968553122,0.17517794209215412,0.841500699473266,data/datasets/DD_new/251-300/csv/force_disp_Test_011.csv
251-300,Test_012,Test_262,Case3,-4.0,70.0,10994.193476194127,2,2,2,0.9999965532354527,2.3048762930052288e-06,0.9999965532354527,1.1418882541946907e-06,high,ok,accepted_original_label,0.9888953126215572,0.029801049934369904,0.39424053638685175,0.6703957256199692,0.5188429406560746,data/datasets/DD_new/251-300/csv/force_disp_Test_012.csv
251-300,Test_013,Test_263,Case3,-23.0,-67.0,12565.097715033546,2,2,2,0.9999994650669554,2.2038736335403348e-07,0.9999994650669554,3.1454568135622285e-07,high,ok,accepted_original_label,0.9937997731984274,0.02230532926114923,0.2945951631624736,0.5188182608582121,0.6028056467147002,data/datasets/DD_new/251-300/csv/force_disp_Test_013.csv
251-300,Test_014,Test_264,Case3,76.0,48.0,12438.943589267314,1,1,1,0.9999992776025264,0.9999992776025264,4.0401461049708364e-07,3.183828629998944e-07,high,ok,accepted_original_label,0.9995618033780727,0.006038621228149861,0.0805491512409061,0.13248380080579697,0.8761798957670718,data/datasets/DD_new/251-300/csv/force_disp_Test_014.csv
251-300,Test_015,Test_265,Case3,-19.0,30.0,10008.791736465864,2,2,2,0.9999995234310675,1.9634190028665724e-07,0.9999995234310675,2.8022703236951214e-07,high,ok,accepted_original_label,0.9853246582454619,0.03421401501766628,0.4521955809270372,0.7663949652938031,0.47229569835663143,data/datasets/DD_new/251-300/csv/force_disp_Test_015.csv
251-300,Test_016,Test_266,Case3,38.0,-75.0,13749.65949381077,1,2,2,0.9999971651049548,2.174131431257348e-06,0.9999971651049548,6.607636140713837e-07,model_high,ok,reclassified_by_current_csv_model,0.9965399382436461,0.016679768653344716,0.21795451647739875,0.3980504008489227,0.6802253392585105,data/datasets/DD_new/251-300/csv/force_disp_Test_016.csv
251-300,Test_017,Test_267,Case3,49.0,53.0,14337.222344322878,1,1,1,0.9999983538323571,0.9999983538323571,9.335566709253637e-07,7.12610972093259e-07,high,ok,accepted_original_label,0.9998954441062121,0.00295594829765967,0.03899925830783096,0.069662906062967,0.9328858551572513,data/datasets/DD_new/251-300/csv/force_disp_Test_017.csv
251-300,Test_018,Test_268,Case3,2.0,72.0,10946.490445055522,2,2,2,0.9999965532354527,2.3048762930052288e-06,0.9999965532354527,1.1418882541946907e-06,high,ok,accepted_original_label,0.9886140549760511,0.03019460633367087,0.3996483082428806,0.6752826165505691,0.5161480769185188,data/datasets/DD_new/251-300/csv/force_disp_Test_018.csv
251-300,Test_019,Test_269,Case3,41.0,-22.0,11459.211497375773,2,2,2,0.9999992960191186,3.0132715849339386e-07,0.9999992960191186,4.026537230033957e-07,high,ok,accepted_original_label,0.991814791345965,0.025524484616519735,0.3359157958296738,0.5954998862502962,0.5613652244559212,data/datasets/DD_new/251-300/csv/force_disp_Test_019.csv
251-300,Test_020,Test_270,Case3,-21.0,8.0,7380.4506414278285,3,3,3,0.999977122172171,1.664743255061921e-06,2.1213084573855638e-05,0.999977122172171,high,ok,accepted_original_label,0.9693244922504863,0.0488644361412113,0.6423334285849971,1.133067247755777,0.3263308607473835,data/datasets/DD_new/251-300/csv/force_disp_Test_020.csv
251-300,Test_021,Test_271,Case3,-36.0,-11.0,9614.091444782245,2,2,2,0.9999992018229167,3.2884142161645564e-07,0.9999992018229167,4.6933566174725096e-07,high,ok,accepted_original_label,0.9840128027770322,0.03550725790845392,0.46748391996647015,0.8103028526659127,0.45491939825780076,data/datasets/DD_new/251-300/csv/force_disp_Test_021.csv
251-300,Test_022,Test_272,Case3,-65.0,36.0,13812.089506957973,1,2,2,0.9999994739448789,2.0986869359984352e-07,0.9999994739448789,3.161864274865091e-07,model_high,ok,reclassified_by_current_csv_model,0.996548118943136,0.0166667916052168,0.21792356199235968,0.3958479057595411,0.6816830386654761,data/datasets/DD_new/251-300/csv/force_disp_Test_022.csv
251-300,Test_023,Test_273,Case3,-21.0,30.0,10379.99993500586,2,2,2,0.9999995337971006,1.9207119244888345e-07,0.9999995337971006,2.741317069104567e-07,high,ok,accepted_original_label,0.9868784503426559,0.03240629169001526,0.42869015089931917,0.725228397989247,0.4914092883839054,data/datasets/DD_new/251-300/csv/force_disp_Test_023.csv
251-300,Test_024,Test_274,Case3,34.0,-29.0,12018.05406594614,2,2,2,0.9999994503474222,2.2645167204363058e-07,0.9999994503474222,3.232009058649871e-07,high,ok,accepted_original_label,0.9935985534625704,0.02266635503503566,0.29893994360627624,0.5257562231705792,0.5995374272058701,data/datasets/DD_new/251-300/csv/force_disp_Test_024.csv
251-300,Test_025,Test_275,Case3,-32.0,-82.0,13082.157450734334,2,2,2,0.9999982196484123,1.3772034915036727e-06,0.9999982196484123,4.031480961621257e-07,high,ok,accepted_original_label,0.9956556750269958,0.01871599354537433,0.24680588935528566,0.439489080562527,0.6514197503432207,data/datasets/DD_new/251-300/csv/force_disp_Test_025.csv
251-300,Test_026,Test_276,Case3,-55.0,-10.0,11068.898235708364,2,2,2,0.9999996371316227,1.4804218645519933e-07,0.9999996371316227,2.1482619091101707e-07,high,ok,accepted_original_label,0.9896361983058861,0.028684521590962655,0.37812370026982756,0.6622390894886897,0.5253991149351575,data/datasets/DD_new/251-300/csv/force_disp_Test_026.csv
251-300,Test_027,Test_277,Case3,41.0,-54.0,15076.910578593588,1,1,1,0.9999391881795058,0.9999391881795058,3.528492571137282e-05,2.5526894782855393e-05,high,ok,accepted_original_label,0.9978735496568808,0.013158147512050203,0.17190166788712613,0.3032003277245679,0.7443069512975642,data/datasets/DD_new/251-300/csv/force_disp_Test_027.csv
251-300,Test_028,Test_278,Case3,-58.0,-31.0,13398.269507876035,2,2,2,0.9999997319544515,1.0729901768446835e-07,0.9999997319544515,1.6074653068111591e-07,high,ok,accepted_original_label,0.9959184640152178,0.018092750884503284,0.23693078147224386,0.43316025094566746,0.6573829894790801,data/datasets/DD_new/251-300/csv/force_disp_Test_028.csv
251-300,Test_029,Test_279,Case3,51.0,-22.0,12131.857946469085,2,2,2,0.999997002259105,1.8667461399552184e-06,0.999997002259105,1.130994754833412e-06,high,ok,accepted_original_label,0.9932727308018509,0.02315105977966482,0.30438248135006424,0.547802945095388,0.5882611812523377,data/datasets/DD_new/251-300/csv/force_disp_Test_029.csv
251-300,Test_030,Test_280,Case3,55.0,-15.0,11442.850142900792,2,2,2,0.999997938052695,1.1296279230863808e-06,0.999997938052695,9.323193819883798e-07,high,ok,accepted_original_label,0.9911407802818238,0.02654744924737244,0.34993180815767577,0.6169158361151806,0.5490867859215915,data/datasets/DD_new/251-300/csv/force_disp_Test_030.csv
