Test_ID,theta1,theta2,Pt,type
209,58.0,-69.0,11273.829196034098,1
210,-10.0,23.0,18809.799572454758,3
211,55.0,-59.0,13099.915601604815,1
212,-63.0,54.0,13167.471008135466,1
213,67.0,-42.0,15297.196516776994,2
214,63.0,-14.0,21497.268914674736,2
215,9.0,13.0,17607.910295194793,3
216,-10.0,59.0,21611.4483428287,2
217,21.0,56.0,19024.884481113513,2
218,5.0,-15.0,17605.792968490783,3
219,-7.0,65.0,22026.789682494044,2
220,14.0,-23.0,19382.372791549784,3
221,74.0,-56.0,10787.729413537414,1
222,7.0,-80.0,21951.63874377695,2
223,-78.0,-48.0,12156.378780918145,1
224,-4.0,-43.0,21078.173809356336,2
225,2.0,-73.0,22317.9362294314,2
226,-42.0,80.0,12651.832225226417,1
227,-42.0,-6.0,22052.64681319117,2
228,60.0,-31.0,16621.60805151021,2
229,42.0,86.0,12126.526532711148,1
230,-44.0,-30.0,16287.154204140936,2
231,-69.0,24.0,19224.879870378172,2
232,-8.0,-27.0,20104.036356437533,3
233,61.0,-20.0,19915.969943875163,2
234,-49.0,-40.0,15308.929501320623,1
235,-62.0,7.0,21835.9882752521,2
236,16.0,-57.0,21051.064603649524,2
237,-32.0,66.0,16872.448392359238,2
238,64.0,-22.0,19034.095052135843,2
239,30.0,17.0,19618.95197201205,3
240,53.0,26.0,17734.917223634024,2
241,13.0,6.0,17461.919738302284,3
242,-31.0,60.0,17180.947617492322,2
243,-63.0,-63.0,11471.812100818797,1
244,85.0,-58.0,9219.000408770862,1
245,-34.0,-14.0,19881.196425051658,2
246,60.0,61.0,12071.324130888881,1
247,-83.0,78.0,5902.682443111473,1
248,6.0,27.0,19351.973849259746,3
249,6.0,16.0,17597.91997942234,3
250,-47.0,64.0,15084.932570751116,1
251,-69.0,0.0,22172.860475327252,2
252,-82.0,-45.0,12769.51346224902,1
253,56.0,-34.0,16106.740025738418,2
254,-75.0,-17.0,21039.167923651,2
255,32.0,-60.0,16913.702942077303,2
256,-25.0,-11.0,19397.504730784083,3
257,65.0,80.0,8200.740123507769,1
258,54.0,-18.0,20314.08596558775,2
259,-6.0,38.0,22505.43002054607,2
260,-50.0,68.0,12955.989049221287,1
261,-14.0,-28.0,21004.782456813682,2
262,-57.0,76.0,10329.062946712249,1
263,-24.0,2.0,19691.9189183975,3
264,87.0,-65.0,7704.507732738949,1
265,-25.0,-84.0,19292.212069492394,2
266,-26.0,-39.0,17615.15288396271,2
267,-33.0,-46.0,15968.063155630864,2
268,-59.0,29.0,17341.88221619938,2
269,-60.0,60.0,12357.183283795895,1
270,10.0,76.0,21611.960588256665,2
271,-30.0,50.0,16678.592083709733,2
272,72.0,69.0,8556.787257813003,1
273,81.0,62.0,8656.637987841574,1
274,30.0,-25.0,19052.604303117045,2
275,80.0,-20.0,20254.760134148695,2
276,-88.0,70.0,6779.553781179912,1
277,57.0,88.0,9385.134860089873,1
278,18.0,78.0,20206.486064621356,2
279,-88.0,-89.0,4910.86792918435,1
280,-31.0,-12.0,20750.043732987455,3
281,-72.0,-17.0,21030.65079267539,2
282,25.0,-74.0,18957.25163945338,2
283,34.0,-21.0,19009.848796371974,2
284,16.0,16.0,18518.32541803028,3
285,-21.0,55.0,19079.6016532544,2
286,40.0,-87.0,12552.935520450395,1
287,-77.0,22.0,19849.465707642335,2
288,37.0,70.0,16209.397827074268,2
289,-9.0,44.0,21690.846366785077,2
290,20.0,-82.0,20429.775187642066,2
291,26.0,5.0,19104.838989224707,3
292,71.0,-88.0,6673.224529845868,1
293,-28.0,11.0,19825.369609052064,3
294,-71.0,-57.0,10910.039753327488,1
295,-84.0,-9.0,21533.987799605206,2
296,-48.0,82.0,11897.097229080318,1
297,-13.0,-4.0,17587.509234222816,3
298,-19.0,-23.0,19774.53180813125,3
299,5.0,-32.0,21926.645819261597,3
300,51.0,46.0,15617.486585595781,1
